"AET.LgReturn","BSX.LgReturn","CELG.LgReturn","CVS.LgReturn","JNJ.LgReturn","MYL.LgReturn","MTD.LgReturn","HSIC.LgReturn","XRAY.LgReturn","GILD.LgReturn","AET_vol","BSX_vol","CELG_vol","CVS_vol","JNJ_vol","MYL_vol","MTD_vol","HSIC_vol","XRAY_vol","GILD_vol","Date"
-0.0247407200984598,0.00940532521070569,-0.00725295214158301,-0.00301096634595019,0.0121668842290538,-0.00753579300919267,0.0112620594718368,0.00437023837421975,0.00592866985985265,0.017797972169087,0.048905,0.097501,0.051592,0.05911,0.127228,0.067193,0.002105,0.0146,0.013871,0.149044,1
-0.00952341323551618,-0.00995033085316809,-0.00212161154069113,-0.00362449529950891,-0.00317649655268128,-0.00779517695936501,-0.0061751285852196,-0.00025675034339061,-0.0135782991899602,0.00432270078840727,0.034764,0.067379,0.039604,0.054148,0.064672,0.05617,0.001318,0.009198,0.016112,0.092608,2
-0.00966364504425659,-0.00333884552415613,-0.00420726160468567,-0.000313977714348284,-0.00569402670082061,-0.00752452760142029,0.0107201863033151,-0.0022072847042312,0.00639949983270817,-0.0275956557583,0.066702,0.080142,0.038902,0.059014,0.077338,0.055813,0.001944,0.010946,0.011797,0.125407,3
-0.0123182271211797,0,0.0205226134244343,0.00339198968428858,0.000906633824792141,0.01747857789787,0.00964515421386592,-0.00131949613391333,-0.00632641264500782,0.0186305426595173,0.062822,0.077777,0.055303,0.063097,0.094331,0.063846,0.002294,0.010794,0.011404,0.129446,4
0.0269975396222376,0.0153718365450274,0.0346292216288912,0.0109487995979887,0.0173705942230773,0.0454894131475191,0.0151429687123726,0.013483416166785,0.032795431034884,0.00465483128901683,0.070147,0.092105,0.074109,0.056344,0.097667,0.072325,0.002101,0.012982,0.012337,0.11976,5
0.0171330464911235,0.0202261162684786,0.0613608951751652,-0.0115497548800852,0.00684337492066724,0.011249636405012,0.0144674140144939,0.0278234798005914,0.0215975293514429,0.00743345355831852,0.047657,0.122813,0.158211,0.062434,0.081301,0.067151,0.002161,0.018582,0.018658,0.123225,6
-0.0432489993413767,-0.03140429265355,-0.027035063905955,-0.000522688557749204,-0.00254803180304503,-0.00721301464287841,-0.0147444172358971,0.00714412981920846,-0.00692788986364035,-0.00206181516340141,0.042208,0.149604,0.084807,0.053335,0.06745,0.043108,0.0034,0.015074,0.01534,0.098301,7
0.0408220231243744,0.0191879486916608,0.0607941082712885,0.0182157711343516,0.0150378879793701,0.0324004801448407,0.0216523497645569,0.0137980158456949,0.0194423495147427,0.0496439882135643,0.044857,0.21569,0.077926,0.062709,0.082907,0.040855,0.001618,0.011884,0.01055,0.121357,8
-0.0318172302016877,-0.0296194334848674,-0.0413666151058226,-0.014766653490302,-0.0182667564696969,-0.0341056322103765,0.00536120009655375,-0.00883773754625149,-0.00943149628019225,-0.00323028172816584,0.042303,0.132154,0.084287,0.049868,0.101643,0.074102,0.001842,0.011524,0.013431,0.163032,9
0.00985230577652396,-0.00955868905408699,-0.0108288558996324,-0.00416200367802947,-0.00651599751016756,-0.0164286626092834,-0.0344492405006555,-0.0282020485846765,-0.0182213146467606,-0.0161355019065271,0.047809,0.13637,0.090602,0.075566,0.126622,0.090875,0.00309,0.016936,0.016756,0.175853,10
0.00788567122426325,0.0258441904793355,0.015416029803253,-0.00200068511951465,0.0044005597289016,0.00694514145006725,0.0256703986148469,0.00222190444049259,0.0151438003248115,0.03540576309319,0.061932,0.150229,0.075722,0.062586,0.124578,0.081358,0.002183,0.011122,0.015843,0.143737,11
-0.00259856748504156,-0.0126221408222891,-0.0556655467630066,-0.00810759704383847,0.00375275117918211,-0.0334321113817201,-0.00954291024951412,0.00156956600606894,-0.0149522192891855,-0.0285654029820823,0.057355,0.124607,0.110053,0.071077,0.126852,0.05543,0.002627,0.01361,0.021498,0.196763,12
-0.0063855924046007,0.00113836099766991,0.0258344768349698,0.00074062319185163,-0.00177356471180218,0.00813173890396293,0.00266677781815634,0.0163085950640901,0.00689725963587984,0.0167377256031646,0.030623,0.102889,0.086328,0.048457,0.112664,0.042355,0.001725,0.015546,0.016399,0.121583,13
-0.0132873477329859,-0.00224346707231067,-0.00663904716034463,0.0016715841578067,0.00278677998571926,-0.00964917154230356,-0.0196381945867297,-0.00622801836965686,-0.0122443369867495,-0.015694773882781,0.023447,0.062316,0.056599,0.043769,0.0838,0.036251,0.00336,0.010548,0.008129,0.091607,14
0.0303605589692887,0.0158462851751304,0.0235261481056986,0.0157151155444894,0.0033139942822726,0.00644063613861195,0.000221502592736894,0.0114750291738129,0.000348206824999672,0.0101021832010298,0.01853,0.093494,0.05389,0.057349,0.093502,0.034822,0.002033,0.00894,0.00839,0.101884,15
0.00636187859147107,0.0137146149618757,0.010044675114663,0.00095653938266979,-0.0395132833247123,-0.0225023558067573,0.00373628758371073,-0.0267554548964029,-0.029126626146841,-0.0162907227038695,0.024659,0.108035,0.044998,0.045089,0.172301,0.036103,0.001537,0.01236,0.015129,0.068892,16
0.0327929943797932,0.00867319689596185,0.0520847028847743,-0.0022284617679729,-0.0164820507201616,0.0498770685110818,0.00456044350285229,0.00998453926488918,0.00474895744525538,0.0243578371189147,0.043419,0.093749,0.071756,0.039056,0.193305,0.06522,0.002082,0.007782,0.014435,0.125203,17
0.0319764181054064,0.0222361993172504,0.0432837589528619,0.0188604769186747,0.00224645309465741,0.0285398380194783,0.025660204230059,0.011132344128021,0.0192526094797603,0.0278280900105729,0.038989,0.080885,0.138325,0.040747,0.127895,0.056257,0.002208,0.007444,0.011622,0.141683,18
-0.0245526275383828,-0.029524632832979,-0.0308744908452482,-0.0249488523330573,-0.0149523163120776,-0.0357422189210074,-0.0143585972412555,-0.0278539967623717,-0.0112705941266391,0.0153039692741791,0.033838,0.111139,0.098313,0.062453,0.156146,0.048424,0.006683,0.01057,0.015633,0.37029,19
